Student_Names,Phone_No.,Gender,Study_Hours,Part_Time_Job,Math,Physics,Chemistry,Grade,Comment,Course_Recommendation,CourseCode,ListofCourses,RatingOfCourses
Raghuram Rai,9150512229,Female,8,No,71,82,73,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Nagarajan Kumar,9614125121,Female,10,Yes,62,90,20,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Deepu Kumar Mishra,9300952959,Female,8,Yes,84,82,58,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Mayil Kumar,9840076199,Male,6,No,96,86,79,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Chandrakant Thakur,9681145353,Male,6,No,83,92,98,A+,Excellent Performance,"01_CSE, 08_ESE, 22_EEE",NULL,NULL,NULL
Falaagam Seth,9768908663,Male,1,No,27,75,59,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Bisma Singh,9437186121,Female,3,No,43,10,59,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Manubhai Tiwari,9018116798,Female,6,Yes,91,39,66,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Saleha Mishra,9197962656,Female,10,Yes,17,82,75,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Rajesh Singh Seth,9008909067,Female,4,No,43,20,89,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ram Niwas Mishra,9249939916,Female,5,Yes,14,80,33,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Bariya Rajput,9796528565,Female,2,Yes,44,68,69,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Duati Sonkar,9904221888,Male,6,No,37,90,44,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sujitkumar Thakur,9222707984,Female,6,Yes,80,73,82,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Trivendra Tiwari,9092833169,Female,10,No,36,65,44,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Jairam Sonkar,9551737871,Male,9,Yes,87,59,70,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Yogi Thakur,9820579840,Female,5,No,26,72,30,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Nrisingh Mishra,9596976486,Female,3,No,89,11,35,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Psy Rajput,9893869775,Female,2,No,61,88,86,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Shivani Kumar,9094099986,Female,5,No,36,22,22,F,Failed,Better luck next time,NULL,NULL,NULL
Rithish Kumar,9879432042,Female,9,No,31,26,86,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Munesh Kumar Tiwari,9022245873,Male,2,Yes,97,29,99,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Prashant Rao,9640264492,Female,1,Yes,11,63,44,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Dharmandra Pratap,9063397961,Female,9,No,99,46,13,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Shardha Seth,9279436177,Female,9,Yes,11,23,80,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Koteswarao Divedi,9097661850,Female,1,Yes,87,57,49,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Manas Kumar Rai,9490558315,Female,1,Yes,70,13,86,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Bharat Bhushan Tiwari,9124969869,Male,1,No,29,100,22,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sobiya Thakur,9917761939,Male,6,Yes,87,67,96,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Sadhik Rao,9008746473,Female,5,No,87,29,63,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Jamaluddin Thakur,9546477544,Male,4,No,85,73,63,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Urshita Kumar,9826596939,Male,8,No,62,24,11,F,Failed,Better luck next time,NULL,NULL,NULL
Nusrath Divedi,9830875626,Female,8,No,34,72,13,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Anshul Tiwari,9717902911,Male,10,No,45,76,47,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Rg Srivastav,9336821937,Female,8,No,97,96,76,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Sonu Singh Rai,9319046873,Male,5,No,41,49,51,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sadhu Vishwakarma,9403842052,Female,4,No,52,73,32,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Mahendrakumar Rao,9207650083,Male,10,Yes,72,82,24,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Tusar Divedi,9716800548,Female,3,No,53,91,73,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Kalpes Vishwakarma,9948912388,Female,9,No,24,60,40,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Vilash Srivastav,9442135928,Male,9,Yes,29,70,81,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Yogeshwar Pandey,9624889134,Female,3,Yes,74,27,73,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Mithu Mishra,9537092971,Male,5,Yes,19,74,76,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Tapas Kumar Kumar,9857559299,Female,4,Yes,12,91,63,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Skumar Yadav,9979024501,Male,3,No,88,96,36,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Sasmita Devi,9631880480,Female,8,No,87,99,38,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Sayanti Seth,9592638700,Female,1,Yes,75,94,90,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Intzar Kumar,9350833630,Female,9,No,76,22,85,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Dharmendar Yadav,9541939344,Female,7,No,52,100,96,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Pandian Rai,9012677494,Male,4,No,58,87,70,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Akshaya Mishra,9734647178,Female,2,Yes,15,87,15,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Helly Rao,9348949129,Male,2,Yes,71,89,22,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sheshank Rai,9786706231,Male,3,Yes,19,85,14,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Izhar Vishwakarma,9736129722,Male,6,Yes,52,60,41,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Santhosh Kumar Yadav,9337394081,Female,10,No,85,90,63,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Sufia Pandit,9387735379,Male,7,No,83,92,18,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Pravina Mishra,9809120864,Female,10,No,73,61,80,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Garud Thakur,9870735902,Male,9,No,63,11,58,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Parimal Divedi,9328671097,Female,9,No,43,42,16,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Kinkar Rai,9398217938,Male,7,No,65,45,30,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sukritika Maurya,9563189852,Male,7,Yes,93,82,21,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Diptanu Divedi,9945563136,Male,4,Yes,98,50,92,B+,Good Pursuance,Better luck next time,NULL,NULL,NULL
Hajari Singh,9869610216,Female,9,Yes,30,52,65,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sikander Singh,9356807781,Female,10,Yes,11,56,90,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Right Maurrya,9882177427,Male,10,No,42,35,92,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Krupesh Rajput,9412160967,Female,8,No,80,83,20,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Aarzoo Rajput,9857046532,Female,1,Yes,87,45,85,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Jamna Seth,9631505559,Female,2,No,50,95,38,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Fulchan Tiwari,9774970104,Female,7,Yes,47,29,21,F,Failed,Better luck next time,NULL,NULL,NULL
Sowji Singh,9278547295,Male,9,No,28,74,77,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kashiram Kumar,9557971934,Female,9,No,76,57,33,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Jeevraj Seth,9146677391,Female,9,Yes,96,79,88,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Dinesh Chandra Divedi,9130174797,Female,9,No,78,53,15,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Saibaba Divedi,9956504849,Male,6,No,22,95,55,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Munna Lal Seth,9958923989,Male,9,No,41,50,77,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Bhavana Seth,9107646932,Male,8,Yes,16,92,78,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Jadumoni Rai,9424011805,Female,1,Yes,51,82,14,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ajung Rai,9496966089,Male,6,No,28,18,40,F,Failed,Better luck next time,NULL,NULL,NULL
Ananthi Thakur,9808241596,Female,10,Yes,81,59,23,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Gr Kumari,9153324623,Male,8,Yes,94,96,28,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Apparao Divedi,9500582772,Male,9,Yes,28,38,59,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Dakshata Seth,9737678376,Female,9,No,64,10,17,F,Failed,Better luck next time,NULL,NULL,NULL
Khushali Thakur,9436973927,Female,8,Yes,95,83,12,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Bhagyashri Pandey,9013468245,Male,1,No,26,19,20,F,Failed,Better luck next time,NULL,NULL,NULL
Rathore Srivastav,9956271251,Female,9,Yes,10,18,82,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Balindra Rai,9405339630,Male,2,No,33,93,92,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Lingaraj Pratap,9508468864,Female,9,Yes,25,56,40,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Kumarpal Pratap,9860039750,Male,2,No,44,100,40,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Saakshi Sonkar,9857937609,Male,3,Yes,28,36,98,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Jayeshkumar Divedi,9319422960,Female,7,Yes,68,94,32,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Upama Maurya,9054370659,Male,1,Yes,44,63,10,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Mandeep Singh Pandey,9330020646,Female,7,No,15,63,59,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Chitranjan Maurya,9998096400,Female,3,No,63,100,52,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Nazmeen Devi,9386526059,Male,8,No,22,63,76,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Raj Patel Gupta,9587280130,Female,2,Yes,90,40,32,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Shivcharan Maurya,9066630374,Male,5,No,43,90,34,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Varad Srivastav,9922088495,Male,3,Yes,25,34,100,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Azaruddin Kumari,9077415383,Male,7,No,25,71,99,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Shital Kumari,9649475942,Male,3,Yes,33,78,57,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Chandan Kumar Divedi,9192262023,Male,5,Yes,32,40,99,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Nilkanta Mishra,9865051424,Male,1,Yes,72,24,37,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Munajir Singh,9145354554,Female,1,Yes,42,82,63,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
सोनु Divedi,9096311039,Male,4,Yes,12,28,77,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Lakshmi Maurya,9691179517,Female,9,No,21,63,42,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Umash Maurya,9178296296,Female,6,Yes,83,14,27,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ramjee Vishwakarma,9625868149,Male,4,No,41,38,87,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Md Nasim Rajput,9793679008,Female,7,No,10,25,28,F,Failed,Better luck next time,NULL,NULL,NULL
Sonalal Mishra,9831970322,Male,6,Yes,60,53,56,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Korra Seth,9412955845,Female,1,No,34,39,38,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Angesh Pandey,9619233453,Female,4,No,28,58,100,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Aamod Vishwakarma,9001930135,Female,3,Yes,48,59,67,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Parashram Gupta,9194363240,Male,3,Yes,96,74,13,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Waseem Maurya,9182237902,Male,10,Yes,22,85,81,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Reetika Gupta,9102936799,Male,10,Yes,20,84,57,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Jayanto Tiwari,9670301116,Male,9,Yes,42,85,42,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Bhavini Tiwari,9182241279,Male,4,Yes,51,88,42,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kodi Mishra,9895557434,Male,2,No,75,10,98,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Md Sakir Sonkar,9538396179,Female,7,No,54,19,57,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sush Seth,9725560328,Male,9,No,45,45,19,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Avdesh Thakur,9803794293,Female,7,Yes,17,81,33,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Appu Mishra,9154178270,Female,10,Yes,40,89,53,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Linthoi Mishra,9006259916,Female,8,Yes,25,62,34,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sanny Rai,9104098788,Female,5,No,73,77,34,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Gensho Thakur,9471832551,Female,3,Yes,44,28,33,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Arjunan Thakur,9603844915,Male,7,No,46,14,50,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shahebaz Rao,9423188595,Male,9,Yes,42,72,31,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Gokula Rai,9749237913,Female,9,No,34,40,71,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Varshil Mishra,9462401195,Female,3,Yes,29,76,25,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Bhaagyasree Sonkar,9465079096,Female,7,Yes,90,71,45,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Poltu Sonkar,9030101440,Female,9,Yes,34,91,72,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Arvind Singh Tiwari,9304068095,Female,3,No,100,91,82,A+,Excellent Performance,"01_CSE, 08_ESE, 22_EEE",NULL,NULL,NULL
Vir Kumari,9852406882,Male,9,Yes,77,25,45,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Amul Srivastav,9387000111,Female,7,No,70,48,91,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Bitul Vishwakarma,9859100155,Male,3,No,79,74,47,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Mangulu Rai,9978613276,Female,8,No,72,86,90,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Anjar Srivastav,9912722423,Male,10,Yes,52,100,49,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Sehjad Gupta,9648451264,Male,4,Yes,81,20,100,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Radhakishan Kumar,9379571028,Male,10,No,87,25,37,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Dangi Rao,9848833636,Male,7,No,27,49,78,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Purushothama Pratap,9322169023,Male,10,No,53,38,72,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Devidas Seth,9845423987,Male,9,Yes,90,98,32,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Aj Vishwakarma,9267149407,Male,3,No,92,31,24,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ashraf Ali Srivastav,9407700444,Male,3,No,89,96,25,B,Average Performance,Better luck next time,NULL,NULL,NULL
Bachchan Yadav,9787107458,Male,2,Yes,64,25,41,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Dinsh Maurrya,9051087129,Female,10,Yes,68,44,62,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Aafreen Kumar,9722800582,Female,3,No,76,51,39,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Rozy Vishwakarma,9264630372,Male,3,Yes,73,53,39,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Khus Rai,9524765317,Male,6,Yes,62,50,13,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Rupkumar Kumar,9108728089,Male,7,Yes,11,26,33,F,Failed,Better luck next time,NULL,NULL,NULL
Shobhana Rajput,9623142145,Male,5,Yes,83,21,78,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Jugeswar Pandey,9787235323,Male,4,No,76,66,21,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kanji Rajput,9320552039,Female,5,Yes,87,80,28,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Tilu Devi,9958055198,Female,7,Yes,67,27,40,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sarwar Rajput,9131496536,Female,3,Yes,82,69,96,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Tasveer Sonkar,9362589185,Female,1,Yes,13,38,34,F,Failed,Better luck next time,NULL,NULL,NULL
Sahidul Kumar,9964737441,Male,4,Yes,88,61,89,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Kuldep Vishwakarma,9612238786,Male,2,No,17,14,29,F,Failed,Better luck next time,NULL,NULL,NULL
Vivasvan Kumar,9347651392,Male,9,No,80,77,85,B+,Good Pursuance,Better luck next time,NULL,NULL,NULL
Gaikwad Sonkar,9806754779,Male,6,No,63,36,89,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Rv Rai,9456734934,Male,3,Yes,81,59,59,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Pitabas Divedi,9435667612,Female,6,No,23,14,62,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Rajan Singh,9269030409,Female,4,Yes,57,85,83,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Rajendrakumar Tiwari,9448459211,Male,1,No,76,80,98,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Manini Thakur,9219078412,Female,5,No,52,28,54,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Mdsaddam Yadav,9625007942,Male,9,Yes,56,12,15,F,Failed,Better luck next time,NULL,NULL,NULL
Bhawesh Sonkar,9558178719,Male,7,No,61,88,16,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Hrishita Pandey,9359425818,Male,7,Yes,43,21,78,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Krishnkant Maurrya,9839152532,Male,5,No,79,23,68,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Rajshekhar Rajput,9563859881,Male,3,No,18,68,30,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Srinibas Gupta,9689257613,Female,6,Yes,62,62,22,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Aarushi Rai,9875252192,Male,3,No,48,35,37,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Gosai Pandey,9192228020,Female,10,No,66,58,39,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Jutan Thakur,9675427373,Male,3,No,63,12,34,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shad Rao,9731583143,Female,7,No,93,95,12,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Bilas Pandey,9113095616,Male,7,No,73,75,51,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Abhya Rao,9733004413,Male,8,No,37,18,66,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Jigs Sonkar,9396102109,Female,4,Yes,44,95,75,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Sonu Khan Sonkar,9326112540,Male,8,No,10,25,18,F,Failed,Better luck next time,NULL,NULL,NULL
Chaurasiya Rao,9143536374,Female,6,No,76,60,21,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sreedevi Kumar,9385353857,Female,2,Yes,74,19,48,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Riyajuddin Seth,9955024418,Female,4,Yes,94,24,86,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Ramesh Singh Gupta,9794239636,Male,1,No,62,34,14,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Antosh Pandit,9818488772,Male,9,Yes,80,77,13,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Bipini Seth,9536610714,Male,5,Yes,55,46,13,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Asgar Ali Rao,9737611267,Male,2,No,75,88,38,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
राज Seth,9509755288,Male,4,Yes,91,78,75,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Ruplal Gupta,9833190749,Female,4,No,32,98,36,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Rumi Tiwari,9539717249,Male,9,Yes,51,15,70,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sheebu Thakur,9117136782,Female,1,No,58,56,45,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Hanumantha Sonkar,9466003989,Female,6,No,33,48,57,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sath Rajput,9240212004,Female,8,Yes,95,63,100,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Rauhl Pandit,9088484092,Male,7,Yes,13,95,86,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Girijapati Kumar,9715978678,Male,10,Yes,77,34,13,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Kajal Singh Gupta,9871514916,Male,6,No,34,46,11,F,Failed,Better luck next time,NULL,NULL,NULL
Akhilesh Kumar Mishra,9158653358,Female,4,No,17,38,79,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Kumara Mishra,9235523286,Male,6,Yes,32,19,30,F,Failed,Better luck next time,NULL,NULL,NULL
Parvej Vishwakarma,9293217360,Male,8,Yes,50,88,29,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Angesh Sonkar,9753747729,Male,7,No,77,60,98,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Aazim Rai,9964947243,Male,5,No,17,22,93,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Balakumar Thakur,9609423898,Male,4,Yes,99,21,46,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Gugu Seth,9903377745,Female,4,No,69,11,52,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ravneet Kumari,9687767684,Female,4,No,76,96,16,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Vivek Pandey,9499057942,Male,5,No,74,44,31,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Dandu Rao,9309656591,Female,10,No,93,41,82,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Bapina Vishwakarma,9491342642,Male,1,No,57,35,15,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sheetendra Gupta,9096396447,Female,6,Yes,76,38,14,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Khalandar Kumar,9616268951,Male,5,No,16,14,17,F,Failed,Better luck next time,NULL,NULL,NULL
Ningaraj Pandey,9231044605,Female,4,Yes,64,23,100,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
